play_id,game_id,posteam,defteam,posteam_score,defteam_score,qtr,time,yardline_100,down,ydstogo,play_type,yards_gained,rush_attempt,pass_attempt,complete_pass,touchdown,interception,safety,fumble,fumble_lost,qb_hit,sack,field_goal_attempt,punt_attempt,run_location,shotgun,no_huddle,pass_location,air_yards,yards_after_catch,epa,wp,wpa,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name,rusher_player_id,rusher_player_name,turnover,first_down
51,2018101412,NE,KC,0.0,0.0,1,15:00:00,75.0,1.0,10,pass,12,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,9.0,3.0,1.1149963782597725,0.5000068217219346,0.0353220858886788,00-0019596,T.Brady,00-0029664,J.Gordon,,,False,True
75,2018101412,NE,KC,0.0,0.0,1,14:27:00,63.0,1.0,10,run,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,0,0,,,,0.08667194729705319,0.5353289076106134,0.004601501139369968,,,,,00-0034845,S.Michel,False,False
96,2018101412,NE,KC,0.0,0.0,1,13:54:00,58.0,2.0,5,run,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,1,0,,,,1.1344299974040184,0.5399304087499833,0.03836134219266797,,,,,00-0034845,S.Michel,False,True
117,2018101412,NE,KC,0.0,0.0,1,13:13:00,47.0,1.0,10,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,21.0,,-0.5806237407159496,0.5782917509426513,-0.01861969845853273,00-0019596,T.Brady,00-0029664,J.Gordon,,,False,False
139,2018101412,NE,KC,0.0,0.0,1,13:10:00,47.0,2.0,10,run,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,0,0,,,,0.2200524092248095,0.5596720524841186,0.008720804747732291,,,,,00-0034845,S.Michel,False,False
160,2018101412,NE,KC,0.0,0.0,1,12:35:00,40.0,3.0,3,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,middle,10.0,,-1.739839728739757,0.5683928572318508,-0.05331036585155824,00-0019596,T.Brady,00-0027656,R.Gronkowski,,,False,False
182,2018101412,NE,KC,0.0,0.0,1,12:31:00,40.0,4.0,3,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,9.0,,-3.3429066377129444,0.5150824913802926,-0.06783872400710089,00-0019596,T.Brady,00-0029664,J.Gordon,,,False,False
204,2018101412,KC,NE,0.0,0.0,1,12:31:00,59.0,1.0,10,run,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,1,0,,,,-0.08564484005959949,0.5527562326268083,-0.0012720449542925616,,,,,00-0033923,K.Hunt,False,False
229,2018101412,KC,NE,0.0,0.0,1,11:56:00,55.0,2.0,6,pass,17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,middle,6.0,11.0,1.4808627750481635,0.5514841876725157,0.04931081411596083,00-0033873,P.Mahomes,00-0030506,T.Kelce,,,False,True
253,2018101412,KC,NE,0.0,0.0,1,11:19:00,38.0,1.0,10,pass,9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,0.0,9.0,0.683235420835953,0.6007950017884766,0.024372364682184844,00-0033873,P.Mahomes,00-0030506,T.Kelce,,,False,False
277,2018101412,KC,NE,0.0,0.0,1,10:45:00,29.0,2.0,1,run,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,1,0,,,,-0.15297106696471194,0.6251673664706614,-0.004156743891357451,,,,,00-0033923,K.Hunt,False,True
298,2018101412,KC,NE,0.0,0.0,1,10:03:00,26.0,1.0,10,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,19.0,,-0.4512248899882962,0.621010622579304,-0.015291340604688175,00-0033873,P.Mahomes,00-0033923,K.Hunt,,,False,False
320,2018101412,KC,NE,0.0,0.0,1,09:58:00,26.0,2.0,10,pass,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,2.0,0.0,-0.5944543069718775,0.6057192819746158,-0.018558037028038155,00-0033873,P.Mahomes,00-0033040,T.Hill,,,False,False
350,2018101412,KC,NE,0.0,0.0,1,09:14:00,24.0,3.0,8,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,24.0,,-1.0706424906987435,0.5871612449465776,-0.03402882595597978,00-0033873,P.Mahomes,00-0033040,T.Hill,,,False,False
372,2018101412,KC,NE,0.0,0.0,1,09:09:00,24.0,4.0,8,field_goal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0,0,,,,0.8986184995283281,0.5531324189905978,0.018746696674099228,,,,,,,False,False
439,2018101412,NE,KC,0.0,3.0,1,09:02:00,70.0,1.0,10,pass,10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,left,10.0,0.0,0.877274196871928,0.4427741041820801,0.027472286720330308,00-0019596,T.Brady,00-0028237,C.Hogan,,,False,True
463,2018101412,NE,KC,0.0,3.0,1,08:26:00,60.0,1.0,10,run,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,0,0,,,,0.7137972438334041,0.4702463909024104,0.02205913725960951,,,,,00-0034845,S.Michel,False,False
484,2018101412,NE,KC,0.0,3.0,1,07:54:00,52.0,2.0,2,run,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,0,0,,,,0.10398567713715456,0.4923055281620199,0.004030847575080709,,,,,00-0030578,C.Patterson,False,True
505,2018101412,NE,KC,0.0,3.0,1,07:21:00,49.0,1.0,10,run,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,0,0,,,,0.6890383829034148,0.4963363757371006,0.021067322011265543,,,,,00-0034845,S.Michel,False,True
526,2018101412,NE,KC,0.0,3.0,1,06:44:00,37.0,1.0,10,run,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,0,0,,,,-0.4973042110300492,0.5174036977483661,-0.014418412658273594,,,,,00-0034845,S.Michel,False,False
547,2018101412,NE,KC,0.0,3.0,1,06:03:00,37.0,2.0,10,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,left,2.0,,-0.8203896830921606,0.5029852850900925,-0.02421091831874156,00-0019596,T.Brady,00-0034845,S.Michel,,,False,False
569,2018101412,NE,KC,0.0,3.0,1,05:58:00,37.0,3.0,10,pass,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,5.0,2.0,-0.8834076255863224,0.4787743667713511,-0.02720254596668204,00-0019596,T.Brady,00-0028237,C.Hogan,,,False,False
593,2018101412,NE,KC,0.0,3.0,1,05:22:00,30.0,4.0,3,field_goal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0,0,,,,1.4269551312662228,0.451571820804669,0.025551863120384814,,,,,,,False,False
636,2018101412,KC,NE,3.0,3.0,1,05:12:00,77.0,1.0,10,pass,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,middle,8.0,,-6.65148366249017,0.5170383051588632,-0.20059270651939454,00-0033873,P.Mahomes,00-0030506,T.Kelce,,,True,False
662,2018101412,NE,KC,3.0,3.0,1,05:01:00,4.0,1.0,4,run,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,0,0,,,,1.1353987264720669,0.6835544013605314,0.03617400395101289,,,,,00-0034845,S.Michel,False,False
717,2018101412,KC,NE,3.0,10.0,1,04:51:00,55.0,1.0,10,pass,25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,right,-3.0,28.0,1.4059850760367762,0.35689113258428834,0.044677609523230084,00-0033873,P.Mahomes,00-0033923,K.Hunt,,,False,True
741,2018101412,KC,NE,3.0,10.0,1,04:13:00,30.0,1.0,10,run,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,1,0,,,,0.056486962421629976,0.4015687421075184,-0.0009753550497222928,,,,,00-0033923,K.Hunt,False,False
762,2018101412,KC,NE,3.0,10.0,1,03:36:00,24.0,2.0,4,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,0.0,,-0.6819434819639172,0.4005933870577961,-0.02264685642487485,00-0033873,P.Mahomes,00-0033040,T.Hill,,,False,False
784,2018101412,KC,NE,3.0,10.0,1,03:33:00,24.0,3.0,4,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,15.0,,-1.383352248716462,0.3779465306329213,-0.04686522261499882,00-0033873,P.Mahomes,00-0030506,T.Kelce,,,False,False
806,2018101412,KC,NE,3.0,10.0,1,03:29:00,24.0,4.0,4,field_goal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0,0,,,,0.9126926662534328,0.3310813080179225,0.02104125180571992,,,,,,,False,False
840,2018101412,NE,KC,10.0,6.0,1,03:25:00,75.0,1.0,10,run,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,1,0,,,,-0.09722490477832356,0.6478774401763576,-0.006093570249519398,,,,,00-0030465,K.Barner,False,False
861,2018101412,NE,KC,10.0,6.0,1,02:51:00,71.0,2.0,6,pass,16,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,middle,9.0,7.0,1.7984045793509202,0.6417838699268382,0.06060094847504537,00-0019596,T.Brady,00-0027656,R.Gronkowski,,,False,True
885,2018101412,NE,KC,10.0,6.0,1,02:14:00,55.0,1.0,10,run,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,0,0,,,,0.6579667411013812,0.7023848184018836,0.02000815200025885,,,,,00-0030465,K.Barner,False,True
906,2018101412,NE,KC,10.0,6.0,1,01:40:00,45.0,1.0,10,run,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,0,0,,,,-0.3308324125590487,0.7223929704021425,-0.013189278978939293,,,,,00-0030465,K.Barner,False,False
927,2018101412,NE,KC,10.0,6.0,1,01:02:00,43.0,2.0,8,pass,14,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,middle,14.0,0.0,1.1026240502660842,0.7092036914232032,0.03456286299025957,00-0019596,T.Brady,00-0027150,J.Edelman,,,False,True
951,2018101412,NE,KC,10.0,6.0,1,00:25:00,29.0,1.0,10,run,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,1,0,,,,0.2990738026640063,0.7437665544134627,0.00852949736939268,,,,,00-0034845,S.Michel,False,False
972,2018101412,,,,,1,00:00:00,,,0,,0,,,,,,,,,,,,,,0,0,,,,,,0.0,,,,,,,False,False
989,2018101412,NE,KC,10.0,6.0,2,15:00:00,21.0,2.0,2,run,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,0,0,,,,0.08766532240778524,0.7522960517828554,0.0021069292251567613,,,,,00-0034845,S.Michel,False,True
1010,2018101412,NE,KC,10.0,6.0,2,14:25:00,17.0,1.0,10,pass,-6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1,0,,,,-0.7569332502962878,0.7544029810080122,-0.02379524205268391,00-0019596,T.Brady,,,,,False,False
1039,2018101412,NE,KC,10.0,6.0,2,13:42:00,23.0,2.0,16,pass,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,right,1.0,5.0,-0.41553134521971824,0.7306077389553283,-0.01313964726131045,00-0019596,T.Brady,00-0029664,J.Gordon,,,False,False
1063,2018101412,NE,KC,10.0,6.0,2,12:58:00,17.0,3.0,10,pass,17,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,17.0,0.0,3.65291757566769,0.7174680916940178,0.10032821721286644,00-0019596,T.Brady,00-0027150,J.Edelman,,,False,False
1114,2018101412,KC,NE,6.0,17.0,2,12:52:00,75.0,1.0,10,pass,19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,17.0,2.0,1.549608877654251,0.17277472773942726,0.0368230524274214,00-0033873,P.Mahomes,00-0032128,C.Conley,,,False,True
1138,2018101412,KC,NE,6.0,17.0,2,12:11:00,56.0,1.0,10,run,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,1,0,,,,-0.4974917029241119,0.20959778016684866,-0.01132238462142715,,,,,00-0030874,Dam. Williams,False,False
1159,2018101412,KC,NE,6.0,17.0,2,11:24:00,55.0,2.0,9,pass,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,-3.0,9.0,0.15634247239970422,0.1982753955454215,0.005140766826294163,00-0033873,P.Mahomes,00-0033923,K.Hunt,,,False,False
1183,2018101412,KC,NE,6.0,17.0,2,10:49:00,49.0,3.0,3,pass,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,-6.0,13.0,1.1682507360841776,0.20341616237171567,0.033464415286810545,00-0033873,P.Mahomes,00-0033923,K.Hunt,,,False,True
1230,2018101412,KC,NE,6.0,17.0,2,09:49:00,47.0,1.0,15,run,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,1,0,,,,1.2436446386499629,0.22398072309847908,0.03867251454301976,,,,,00-0033923,K.Hunt,False,True
1256,2018101412,KC,NE,6.0,17.0,2,09:15:00,25.0,1.0,10,run,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,1,0,,,,-0.3949377823968758,0.26265323764149884,-0.009500298639976644,,,,,00-0030414,S.Ware,False,False
1277,2018101412,KC,NE,6.0,17.0,2,08:32:00,24.0,2.0,9,pass,17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,2.0,15.0,1.5757509303852304,0.2531529390015222,0.05330324268464115,00-0033873,P.Mahomes,00-0030506,T.Kelce,,,False,True
1301,2018101412,KC,NE,6.0,17.0,2,07:51:00,7.0,1.0,7,run,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,1,0,,,,-0.0249879102059678,0.3064561816861633,0.0008278720137366857,,,,,00-0033923,K.Hunt,False,False
1322,2018101412,KC,NE,6.0,17.0,2,07:15:00,4.0,2.0,4,pass,-2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,middle,-2.0,0.0,-1.0628022248402438,0.30728405369990003,-0.03415264473150713,00-0033873,P.Mahomes,00-0028074,A.Sherman,,,False,False
1350,2018101412,KC,NE,6.0,17.0,2,06:30:00,6.0,3.0,6,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1,0,right,6.0,,-1.3266544035499377,0.2731314089683929,-0.04032597159217026,00-0033873,P.Mahomes,00-0031325,S.Watkins,,,False,False
1372,2018101412,KC,NE,6.0,17.0,2,06:24:00,6.0,4.0,6,field_goal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0,0,,,,0.07696744222859442,0.2328054373762226,-0.01905555027637451,,,,,,,False,False
1407,2018101412,NE,KC,17.0,9.0,2,06:21:00,75.0,1.0,10,pass,17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,left,-2.0,19.0,1.1606235540797716,0.7862501129001519,0.02996526784436415,00-0019596,T.Brady,00-0031062,J.White,,,False,True
1431,2018101412,NE,KC,17.0,9.0,2,05:43:00,58.0,1.0,10,run,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,0,0,,,,-0.009174456995411528,0.8162153807445159,-0.0002516471924153274,,,,,00-0031062,J.White,False,False
1452,2018101412,NE,KC,17.0,9.0,2,04:58:00,53.0,2.0,5,pass,13,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,-4.0,17.0,0.9688956691490116,0.8159637335521007,0.020944677351556584,00-0019596,T.Brady,00-0030578,C.Patterson,,,False,True
1481,2018101412,NE,KC,17.0,9.0,2,04:19:00,40.0,1.0,10,pass,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,0.0,2.0,-0.37135115724970014,0.8369084109036573,-0.017532038403312744,00-0019596,T.Brady,00-0027150,J.Edelman,,,False,True
1559,2018101412,NE,KC,17.0,9.0,2,03:27:00,1.0,1.0,1,pass,-1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,right,-1.0,0.0,-0.7851361871594138,0.8848700058305359,-0.011904355380362051,00-0019596,T.Brady,00-0027925,J.Develin,,,False,False
1606,2018101412,NE,KC,17.0,9.0,2,02:39:00,1.0,2.0,1,run,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,0,0,,,,-0.5966870187657111,0.8781192236932193,-0.009157255752547444,,,,,00-0034845,S.Michel,False,False
1627,2018101412,,,,,2,02:00:00,,,0,,0,,,,,,,,,,,,,,0,0,,,,,,0.0,,,,,,,False,False
1644,2018101412,NE,KC,17.0,9.0,2,02:00:00,1.0,3.0,1,run,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,0,0,,,,1.7642652612500056,0.8689619679406718,0.03625535570425276,,,,,00-0034845,S.Michel,False,False
1692,2018101412,KC,NE,9.0,24.0,2,01:57:00,75.0,1.0,10,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,middle,7.0,,-0.24182198893722595,0.11174875457543487,-0.0032397317409712523,00-0033873,P.Mahomes,00-0030414,S.Ware,,,False,False
1714,2018101412,KC,NE,9.0,24.0,2,01:54:00,75.0,2.0,10,pass,10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,9.0,1.0,0.5792340102205771,0.10850902283446363,0.0074072184779992575,00-0033873,P.Mahomes,00-0030506,T.Kelce,,,False,True
1773,2018101412,KC,NE,9.0,24.0,2,01:21:00,75.0,1.0,20,pass,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,-7.0,12.0,-0.054490411119600964,0.10911337739851287,-0.001017894051154267,00-0033873,P.Mahomes,00-0030414,S.Ware,,,False,False
1797,2018101412,KC,NE,9.0,24.0,2,00:54:00,70.0,2.0,15,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1,right,8.0,,-0.2882304723796562,0.10809548334735862,-0.003762064571377953,00-0033873,P.Mahomes,00-0033040,T.Hill,,,False,False
1819,2018101412,KC,NE,9.0,24.0,2,00:51:00,70.0,3.0,15,pass,27,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,27.0,0.0,1.67297165966098,0.10433341877598068,0.024731455291550342,00-0033873,P.Mahomes,00-0033040,T.Hill,,,False,True
1860,2018101412,KC,NE,9.0,24.0,2,00:40:00,43.0,1.0,10,run,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,1,0,,,,0.11402986102558099,0.12906487406753098,0.0016408265352832465,,,,,00-0033873,P.Mahomes,False,False
1881,2018101412,KC,NE,9.0,24.0,2,00:31:00,37.0,2.0,4,pass,8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,8.0,0.0,0.4606400323756685,0.13070570060281425,0.009117636429146814,00-0033873,P.Mahomes,00-0030506,T.Kelce,,,False,True
1922,2018101412,KC,NE,9.0,24.0,2,00:22:00,29.0,1.0,10,pass,14,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,15.0,-1.0,0.5731407230010608,0.13982333703196104,0.009720981738755323,00-0033873,P.Mahomes,00-0033040,T.Hill,,,False,True
1946,2018101412,KC,NE,9.0,24.0,2,00:17:00,15.0,1.0,10,pass,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1,0,right,15.0,,-3.2272840004129852,0.1495443187707164,-0.05410060679451745,00-0033873,P.Mahomes,00-0030506,T.Kelce,,,True,False
1968,2018101412,NE,KC,24.0,9.0,2,00:04:00,80.0,1.0,10,qb_kneel,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,,,-0.8149984757122131,0.9045562880238012,-0.0118305060855185,,,,,00-0019596,T.Brady,False,False
1989,2018101412,,,,,2,00:00:00,,,0,,0,,,,,,,,,,,,,,0,0,,,,,,0.0,,,,,,,False,False
2030,2018101412,KC,NE,9.0,24.0,3,14:56:00,75.0,1.0,10,run,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,1,0,,,,-0.09793672658345054,0.10719721515906447,-0.002076748818890764,,,,,00-0033923,K.Hunt,False,False
2051,2018101412,KC,NE,9.0,24.0,3,14:21:00,71.0,2.0,6,run,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,1,0,,,,0.167618118695412,0.1051204663401737,0.0011734632682443846,,,,,00-0033923,K.Hunt,False,False
2072,2018101412,KC,NE,9.0,24.0,3,13:39:00,67.0,3.0,2,pass,67,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,31.0,36.0,6.114133578321477,0.10629392960841808,0.11687012433512367,00-0033873,P.Mahomes,00-0033923,K.Hunt,,,False,False
